Product Name,Ad Type,Campaign Id,Ad Group Id,Campaign Name,Ad Group Name,Default Bid,Ad Group Type,ASIN,SKU,Total Cost,Pick Pack Fee,AMZ Price,Referral Fee,BE ROAS,BE ACOS,Organic Target,Sponsored Target,DP CVR,Percentage
Dontcare,Sponsored Products,195644137150358,78503562961300,Foam Hands - Targeted,Foam Hands - Black,1.15,Dontcare,,,,,,,,,,,,1.0
Dontcare,Sponsored Products,195644137150358,10743669916748,Foam Hands - Targeted,Foam Hands - Yellow,1.15,Dontcare,,,,,,,,,,,,1.0
Dontcare,Sponsored Products,195644137150358,100068455505092,Foam Hands - Targeted,Foam Hand - Exact,1.25,Dontcare,,,,,,,,,,,,1.0
Foodi Lid Stand,Sponsored Products,146116764481826,59010765991514,Foodi Lid Stand - SP - KW - Main,Foodi Lid Stand - SP - KW - Main - KW Exact - Main Set,0.5,KW Exact,B08D75D3W4,ni-lid-stand-1,3.23,3.72,9.95,1.49,6.6,0.15,1.0,2.0,,4.5
Foodi Lid Stand,Sponsored Products,146116764481826,278598077976322,Foodi Lid Stand - SP - KW - Main,Foodi Lid Stand - SP - KW - Main - KW Exact - Foodi Accessory Terms,0.03,KW Exact,B08D75D3W4,ni-lid-stand-1,3.23,3.72,9.95,1.49,6.6,0.15,1.0,2.0,,4.5
Foodi Lid Stand,Sponsored Products,146116764481826,54690987326485,Foodi Lid Stand - SP - KW - Main,Foodi Lid Stand - SP - KW - Main - KW Broad,0.3,KW Broad,B08D75D3W4,ni-lid-stand-1,3.23,3.72,9.95,1.49,6.6,0.15,1.0,2.0,,4.5
Foodi Lid Stand,Sponsored Products,263856525820743,171737278816127,Foodi Lid Stand - SP - Prod - Comp,Foodi Lid Stand - SP - Prod - Comp - ASIN Comp - Direct,0.25,ASIN Comp,B08D75D3W4,ni-lid-stand-1,3.23,3.72,9.95,1.49,6.6,0.15,1.0,2.0,,4.0
Foodi Lid Stand,Sponsored Products,248084101130234,246580392903953,Foodi Lid Stand - SP - Prod - Ninja Foodi,Foodi Lid Stand - SP - Prod - Ninja Foodi - ASIN Anc - Foodi Pressure Cookers,0.11,ASIN Anc,B08D75D3W4,ni-lid-stand-1,3.23,3.72,9.95,1.49,6.6,0.15,1.0,2.0,,1.15
InstaExtras Store,Sponsored Brands,144319957787416000,,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,,,KW Exact,,,,,,,3.5,0.29,,,,1.0
IP Lids 6 QT,Sponsored Products,145961473494014,215165376297496,IP Lids 6 QT - ASIN - Instant Pots,IP Lids 6 QT - ASIN - Instant Pots,0.25,ASIN Comp,B07CNHQVGN,ie-sili-lid-sf-6,3.48,3.22,13.99,2.1,2.7,0.37,1.0,2.0,,5.0
IP Lids 6 QT,Sponsored Brands,116830961291037,,IP Lids 6 QT - SBV - KW - Main Video - KW Broad,,,KW Broad,B07CNHQVGN,ie-sili-lid-sf-6,3.48,3.22,13.99,2.1,2.7,0.37,1.0,2.0,,1.0
IP Lids 6 QT,Sponsored Brands,175313612073040,,IP Lids 6 QT - SBV - KW - Main Video - KW Exact,,,KW Exact,B07CNHQVGN,ie-sili-lid-sf-6,3.48,3.22,13.99,2.1,2.7,0.37,1.0,2.0,,1.0
IP Lids 6 QT,Sponsored Products,116826085641735,111827472299462,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Broad,0.5,KW Broad,B07CNHQVGN,ie-sili-lid-sf-6,3.48,3.22,13.99,2.1,2.7,0.37,1.0,2.0,,2.75
IP Lids 6 QT,Sponsored Products,116826085641735,51554918560031,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 1,0.6,KW Exact,B07CNHQVGN,ie-sili-lid-sf-6,3.48,3.22,13.99,2.1,2.7,0.37,1.0,2.0,,2.75
IP Lids 6 QT,Sponsored Products,116826085641735,105519372176004,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 2,0.6,KW Exact,B07CNHQVGN,ie-sili-lid-sf-6,3.48,3.22,13.99,2.1,2.7,0.37,1.0,2.0,,2.75
IP Lids 6 QT,Sponsored Products,116826085641735,109644012251417,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 3,0.6,KW Exact,B07CNHQVGN,ie-sili-lid-sf-6,3.48,3.22,13.99,2.1,2.7,0.37,1.0,2.0,,2.75
IP Lids 8 QT,Sponsored Products,161537886118980,86405202866116,IP Lids 8 QT - ASIN - Instant Pots,IP Lids 8 QT - ASIN - Instant Pots,0.25,ASIN Comp,B07CNHS3MG,ie-sili-lid-sf-8,3.89,3.22,13.99,2.1,2.93,0.34,1.0,2.0,,7.0
IP Lids 8 QT,Sponsored Brands,171228061816683,,IP Lids 8 QT - SBV - KW - Main Video - KW Broad,,,KW Broad,B07CNHS3MG,ie-sili-lid-sf-8,3.89,3.22,13.99,2.1,2.93,0.34,1.0,2.0,,1.0
IP Lids 8 QT,Sponsored Brands,53554832274443,,IP Lids 8 QT - SBV - KW - Main Video - KW Exact,,,KW Exact,B07CNHS3MG,ie-sili-lid-sf-8,3.89,3.22,13.99,2.1,2.93,0.34,1.0,2.0,,1.0
IP Lids 8 QT,Sponsored Products,145463053781733,64741760880240,IP Lids 8 QT - SP - KW - Main,IP Lids 8 QT - SP - KW - Main - KW Exact - Set 1,0.6,KW Exact,B07CNHS3MG,ie-sili-lid-sf-8,3.89,3.22,13.99,2.1,2.93,0.34,1.0,2.0,,2.25
IP Lids 8 QT,Sponsored Products,145463053781733,236368335514880,IP Lids 8 QT - SP - KW - Main,IP Lids 8 QT - SP - KW - Main - KW Broad,0.5,KW Broad,B07CNHS3MG,ie-sili-lid-sf-8,3.89,3.22,13.99,2.1,2.93,0.34,1.0,2.0,,2.25
IP Lids 8 QT,Sponsored Products,145463053781733,30208771118636,IP Lids 8 QT - SP - KW - Main,IP Lids 8 QT - SP - KW - Main - KW Exact - Set 2,0.6,KW Exact,B07CNHS3MG,ie-sili-lid-sf-8,3.89,3.22,13.99,2.1,2.93,0.34,1.0,2.0,,2.25
IP Sealing Ring 3 QT,Sponsored Products,93972375053857,185120506587651,IP Sealing Ring 3 QT - ASIN - Instant Pots,IP Sealing Ring 3 QT - ASIN - Instant Pots,0.25,ASIN Comp,B07SF82TQ3,ie-3-3qt-b-c-s,3.65,5.4,14.99,2.25,4.06,0.25,1.0,2.0,,6.0
IP Sealing Ring 3 QT,Sponsored Brands,82829502933657,,IP Sealing Ring 3 QT - SBV - KW - Main Video - KW Broad,,,KW Broad,B07SF82TQ3,ie-3-3qt-b-c-s,3.65,5.4,14.99,2.25,4.06,0.25,1.0,2.0,,1.0
IP Sealing Ring 3 QT,Sponsored Brands,223020632145094,,IP Sealing Ring 3 QT - SBV - KW - Main Video - KW Exact,,,KW Exact,B07SF82TQ3,ie-3-3qt-b-c-s,3.65,5.4,14.99,2.25,4.06,0.25,1.0,2.0,,1.0
IP Sealing Ring 3 QT,Sponsored Products,127264268309338,21078763050913,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Broad,0.4,KW Broad,B07SF82TQ3,ie-3-3qt-b-c-s,3.65,5.4,14.99,2.25,4.06,0.25,1.0,2.0,,3.5
IP Sealing Ring 3 QT,Sponsored Products,127264268309338,237033537248769,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Exact,0.5,KW Exact,B07SF82TQ3,ie-3-3qt-b-c-s,3.65,5.4,14.99,2.25,4.06,0.25,1.0,2.0,,3.5
IP Sealing Ring 6 QT,Sponsored Products,6953690213410,186075380773197,IP Sealing Ring 6 QT - ASIN - Instant Pots,IP Sealing Ring 6 QT - ASIN - Instant Pots,0.25,ASIN Comp,B07CRPSYHL,ie-rings-6qt-3,3.9,5.4,15.95,2.39,3.75,0.27,1.0,2.0,,5.25
IP Sealing Ring 6 QT,Sponsored Brands,136863739308769,,IP Sealing Ring 6 QT - SBV - KW - Main Video - KW Broad,,,KW Broad,B07CRPSYHL,ie-rings-6qt-3,3.9,5.4,15.95,2.39,3.75,0.27,1.0,2.0,,1.0
IP Sealing Ring 6 QT,Sponsored Brands,4686227966926,,IP Sealing Ring 6 QT - SBV - KW - Main Video - KW Exact,,,KW Exact,B07CRPSYHL,ie-rings-6qt-3,3.9,5.4,15.95,2.39,3.75,0.27,1.0,2.0,,1.0
IP Sealing Ring 6 QT,Sponsored Products,181372369314992,29279859911118,IP Sealing Ring 6 QT - SP - KW - Main,IP Sealing Ring 6 QT - SP - KW - Main - KW Exact - Set 1,0.5,KW Exact,B07CRPSYHL,ie-rings-6qt-3,3.9,5.4,15.95,2.39,3.75,0.27,1.0,2.0,,3.5
IP Sealing Ring 6 QT,Sponsored Products,181372369314992,163695702077665,IP Sealing Ring 6 QT - SP - KW - Main,IP Sealing Ring 6 QT - SP - KW - Main - KW Broad,0.4,KW Broad,B07CRPSYHL,ie-rings-6qt-3,3.9,5.4,15.95,2.39,3.75,0.27,1.0,2.0,,3.5
IP Sealing Ring 6 QT,Sponsored Products,181372369314992,264850367548600,IP Sealing Ring 6 QT - SP - KW - Main,IP Sealing Ring 6 QT - SP - KW - Main - KW Exact - Set 2,0.5,KW Exact,B07CRPSYHL,ie-rings-6qt-3,3.9,5.4,15.95,2.39,3.75,0.27,1.0,2.0,,3.5
IP Sealing Ring 6 QT,Sponsored Products,181372369314992,264120037688392,IP Sealing Ring 6 QT - SP - KW - Main,IP Sealing Ring 6 QT - SP - KW - Main - KW Exact - Set 3,0.5,KW Exact,B07CRPSYHL,ie-rings-6qt-3,3.9,5.4,15.95,2.39,3.75,0.27,1.0,2.0,,3.5
IP Sealing Ring 8 QT,Sponsored Products,162283605032889,97686002947727,IP Sealing Ring 8 QT - ASIN - Instant Pots,IP Sealing Ring 8 QT - ASIN - Instant Pots,0.25,ASIN Comp,B07SF9B3HX,ie-3-8qt-b-c-s,4.66,5.4,17.99,2.7,3.44,0.29,1.0,2.0,,6.0
IP Sealing Ring 8 QT,Sponsored Brands,6552587458559,,IP Sealing Ring 8 QT - SBV - KW - Main Video - KW Broad,,,KW Broad,B07SF9B3HX,ie-3-8qt-b-c-s,4.66,5.4,17.99,2.7,3.44,0.29,1.0,2.0,,1.0
IP Sealing Ring 8 QT,Sponsored Brands,145268736228001,,IP Sealing Ring 8 QT - SBV - KW - Main Video - KW Exact,,,KW Exact,B07SF9B3HX,ie-3-8qt-b-c-s,4.66,5.4,17.99,2.7,3.44,0.29,1.0,2.0,,1.0
IP Sealing Ring 8 QT,Sponsored Products,243339660584891,203954333052186,IP Sealing Ring 8 QT - SP - KW - Main,IP Sealing Ring 8 QT - SP - KW - Main - KW Broad,0.4,KW Broad,B07SF9B3HX,ie-3-8qt-b-c-s,4.66,5.4,17.99,2.7,3.44,0.29,1.0,2.0,,3.5
IP Sealing Ring 8 QT,Sponsored Products,243339660584891,100583015356531,IP Sealing Ring 8 QT - SP - KW - Main,IP Sealing Ring 8 QT - SP - KW - Main - KW Exact - Set 1,0.5,KW Exact,B07SF9B3HX,ie-3-8qt-b-c-s,4.66,5.4,17.99,2.7,3.44,0.29,1.0,2.0,,3.5
IP Sealing Ring 8 QT,Sponsored Products,243339660584891,239155186004017,IP Sealing Ring 8 QT - SP - KW - Main,IP Sealing Ring 8 QT - SP - KW - Main - KW Exact - Set 2,0.5,KW Exact,B07SF9B3HX,ie-3-8qt-b-c-s,4.66,5.4,17.99,2.7,3.44,0.29,1.0,2.0,,3.5
Plant Stands,Sponsored Products,151219614442184,138625346094292,Plant Stands - ASIN - Competitors,Plant Stands - ASIN - Competitors,0.27,ASIN Comp,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,5.5
Plant Stands,Sponsored Products,75272726238569,46161861598802,Plant Stands - Auto (PP),Plant Stands - Auto (PP),0.07,AUTO,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,5.5
Plant Stands,Sponsored Products,102970707800851,134104605277481,Plant Stands - Auto (TOS),Plant Stands - Auto (TOS),0.03,AUTO,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,8.0
Plant Stands,Sponsored Products,102970707800851,48891958604676,Plant Stands - Auto (TOS),Plant Stands - Auto (TOS) New,0.1,AUTO,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,8.0
Plant Stands,Sponsored Products,213392466059135,171390567306214,Plant Stands - Competitors - KW - Targeted,Plant Stands - Competitors - KW - Targeted (Broad),0.75,KW Broad,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.5
Plant Stands,Sponsored Products,213392466059135,127971328709186,Plant Stands - Competitors - KW - Targeted,Plant Stands - Competitors - KW - Targeted (Exact),0.75,KW Exact,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.5
Plant Stands,Sponsored Products,59874242499497,266705787915318,Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),1.25,KW Exact,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.7
Plant Stands,Sponsored Products,59874242499497,135189355074952,Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Broad),0.75,KW Broad,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.7
Plant Stands,Sponsored Brands,214519303344256,,Plant Stands - SBV - Prod - ASIN Comp - Direct Competitors(1),,,ASIN Comp,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.0
Plant Stands,Sponsored Brands,203288504957436,,Plant Stands Video - KW Targeted (Broad)(1),,,KW Broad,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.0
Plant Stands,Sponsored Brands,241078762627321,,Plant Stands Video - KW Targeted (Exact),,,KW Exact,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.0
Silicone Bakeware Sling,Sponsored Brands,124703353717337,,Silicone Bakeware Sling - SBV - KW - Main Video - KW Broad,,,KW Broad,B08D73JRCZ,ie-bake-sling-1,3.89,4.75,13.95,2.09,4.34,0.23,1.0,2.0,,1.0
Silicone Bakeware Sling,Sponsored Brands,99117052866162,,Silicone Bakeware Sling - SBV - KW - Main Video - KW Exact,,,KW Exact,B08D73JRCZ,ie-bake-sling-1,3.89,4.75,13.95,2.09,4.34,0.23,1.0,2.0,,1.0
Silicone Bakeware Sling,Sponsored Products,83052056067849,89566893544281,Silicone Bakeware Sling - SP - KW - Main,Silicone Bakeware Sling - SP - KW - Main - KW Exact,0.45,KW Exact,B08D73JRCZ,ie-bake-sling-1,3.89,4.75,13.95,2.09,4.34,0.23,1.0,2.0,,4.5
Silicone Bakeware Sling,Sponsored Products,83052056067849,71878146387198,Silicone Bakeware Sling - SP - KW - Main,Silicone Bakeware Sling - SP - KW - Main - KW Broad,0.25,KW Broad,B08D73JRCZ,ie-bake-sling-1,3.89,4.75,13.95,2.09,4.34,0.23,1.0,2.0,,4.5
Silicone Bakeware Sling,Sponsored Products,267307021957909,185901103199568,Silicone Bakeware Sling - SP - Prod - Comp,Silicone Bakeware Sling - SP - Prod - Comp - ASIN Comp - Silicone Slings,0.25,ASIN Comp,B08D73JRCZ,ie-bake-sling-1,3.89,4.75,13.95,2.09,4.34,0.23,1.0,2.0,,6.0
Silicone Bakeware Sling,Sponsored Products,267307021957909,111578424520239,Silicone Bakeware Sling - SP - Prod - Comp,Silicone Bakeware Sling - SP - Prod - Comp - ASIN Comp - Wire Rack Trivets,0.23,ASIN Comp,B08D73JRCZ,ie-bake-sling-1,3.89,4.75,13.95,2.09,4.34,0.23,1.0,2.0,,6.0
Silicone Egg Bite Molds,Sponsored Brands,49357241258163,,Silicone Egg Bite Molds - SBV - KW - Main Video - KW Broad,,,KW Broad,B07K2C1M8W,R2-GQ1L-TV77,9.52,6.75,25.95,3.89,4.49,0.22,1.0,2.0,,1.0
Silicone Egg Bite Molds,Sponsored Brands,212687963727131,,Silicone Egg Bite Molds - SBV - KW - Main Video - KW Exact,,,KW Exact,B07K2C1M8W,R2-GQ1L-TV77,9.52,6.75,25.95,3.89,4.49,0.22,1.0,2.0,,1.0
Silicone Egg Bite Molds,Sponsored Products,8630735253433,13420403184042,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Exact,0.35,KW Exact,B07K2C1M8W,R2-GQ1L-TV77,9.52,6.75,25.95,3.89,4.49,0.22,1.0,2.0,,4.0
Silicone Egg Bite Molds,Sponsored Products,8630735253433,146855896862764,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Broad,0.25,KW Broad,B07K2C1M8W,R2-GQ1L-TV77,9.52,6.75,25.95,3.89,4.49,0.22,1.0,2.0,,4.0
Silicone Egg Bite Molds,Sponsored Products,246907783344637,34824403722011,Silicone Egg Bite Molds - SP - Prod - Comp,Silicone Egg Bite Molds - SP - Prod - Comp - ASIN Comp - 2 Pack Sling Set,0.25,ASIN Comp,B07K2C1M8W,R2-GQ1L-TV77,9.52,6.75,25.95,3.89,4.49,0.22,1.0,2.0,,6.0
Silicone Egg Bite Molds,Sponsored Products,246907783344637,18889924349864,Silicone Egg Bite Molds - SP - Prod - Comp,Silicone Egg Bite Molds  - SP - Prod - Comp - ASIN Comp - No Sling 1 Pack,0.23,ASIN Comp,B07K2C1M8W,R2-GQ1L-TV77,9.52,6.75,25.95,3.89,4.49,0.22,1.0,2.0,,6.0
Silicone Roasting Rack,Sponsored Brands,253430860629788,,Silicone Roasting Rack - SBV - KW - Main Video - KW Broad - Var 2,,,KW Broad,B08D73NSHJ,ie-roast-rack-1,4.24,3.96,12.95,1.94,4.61,0.22,1.0,2.0,,1.0
Silicone Roasting Rack,Sponsored Brands,45639722390982,,Silicone Roasting Rack - SBV - KW - Main Video - KW Exact - Var 2,,,KW Exact,B08D73NSHJ,ie-roast-rack-1,4.24,3.96,12.95,1.94,4.61,0.22,1.0,2.0,,1.0
Silicone Roasting Rack,Sponsored Products,144651339116348,219651178456378,Silicone Roasting Rack - SP - KW - Main,Silicone Roasting Rack - SP - KW - Main - KW Exact,0.5,KW Exact,B08D73NSHJ,ie-roast-rack-1,4.24,3.96,12.95,1.94,4.61,0.22,1.0,2.0,,4.5
Silicone Roasting Rack,Sponsored Products,144651339116348,189726356547997,Silicone Roasting Rack - SP - KW - Main,Silicone Roasting Rack - SP - KW - Main - KW Broad,0.25,KW Broad,B08D73NSHJ,ie-roast-rack-1,4.24,3.96,12.95,1.94,4.61,0.22,1.0,2.0,,4.5
Silicone Roasting Rack,Sponsored Products,189008365546665,505431713672,Silicone Roasting Rack - SP - Prod - Comp,Silicone Roasting Rack - SP - Prod - Comp - ASIN Comp,0.25,ASIN Comp,B08D73NSHJ,ie-roast-rack-1,4.24,3.96,12.95,1.94,4.61,0.22,1.0,2.0,,4.0
Silicone Steamer Basket,Sponsored Brands,124536236761481,,Silicone Steamer Basket - SBV - KW - Main Video - KW Broad,,,KW Broad,B08D75K4Z8,ie-steam-basket-1,5.45,5.4,18.95,2.84,3.61,0.28,1.0,2.0,,1.0
Silicone Steamer Basket,Sponsored Brands,31358369012321,,Silicone Steamer Basket - SBV - KW - Main Video - KW Exact,,,KW Exact,B08D75K4Z8,ie-steam-basket-1,5.45,5.4,18.95,2.84,3.61,0.28,1.0,2.0,,1.0
Silicone Steamer Basket,Sponsored Products,420514591440,241556772175684,Silicone Steamer Basket - SP - KW - Main,Silicone Steamer Basket - SP - KW - Main - KW Exact,0.35,KW Exact,B08D75K4Z8,ie-steam-basket-1,5.45,5.4,18.95,2.84,3.61,0.28,1.0,2.0,,4.0
Silicone Steamer Basket,Sponsored Products,420514591440,153218106980568,Silicone Steamer Basket - SP - KW - Main,Silicone Steamer Basket - SP - KW - Main - KW Broad,0.25,KW Broad,B08D75K4Z8,ie-steam-basket-1,5.45,5.4,18.95,2.84,3.61,0.28,1.0,2.0,,4.0
Silicone Steamer Basket,Sponsored Products,153876253083318,84640875992453,Silicone Steamer Basket - SP - Prod - Comp,Silicone Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct Silicone Steamers,0.25,ASIN Comp,B08D75K4Z8,ie-steam-basket-1,5.45,5.4,18.95,2.84,3.61,0.28,1.0,2.0,,6.0
Dontcare,Sponsored Products,222510456403994,32923946121828,Sleepmask - Auto,Ad Group 1,0.75,Dontcare,,,,,,,,,,,,1.0
Dontcare,Sponsored Products,136717929578564,114808021826903,Sleepmask Manual,SleepMask - Broad,0.32,Dontcare,,,,,,,,,,,,2.1
Dontcare,Sponsored Products,136717929578564,169646199637233,Sleepmask Manual,SleepMask - Exact,0.45,Dontcare,,,,,,,,,,,,2.1
Steam Diverter DUO,Sponsored Brands,166954488763902,,Steam Diverter DUO - SBV - KW - Main Video - KW Exact,,,KW Exact,B08D74TDDZ,ie-DUOsteam-div-1,0.72,3.96,9.95,1.49,2.63,0.38,1.0,2.0,,1.0
Steam Diverter DUO,Sponsored Products,63550321138558,155073866700274,Steam Diverter DUO - SP - KW - Main,Steam Diverter DUO - SP - KW - Main - KW Exact,0.45,KW Exact,B08D74TDDZ,ie-DUOsteam-div-1,0.72,3.96,9.95,1.49,2.63,0.38,1.0,2.0,,3.25
Steam Diverter DUO,Sponsored Products,63550321138558,265856324055146,Steam Diverter DUO - SP - KW - Main,Steam Diverter DUO - SP - KW - Main - KW Broad,0.35,KW Broad,B08D74TDDZ,ie-DUOsteam-div-1,0.72,3.96,9.95,1.49,2.63,0.38,1.0,2.0,,3.25
Steam Diverter LUX,Sponsored Brands,186691884773161,,Steam Diverter LUX - SBV - KW - Main Video - KW Exact,,,KW Exact,B08D75445D,ie-LUXsteam-div-1,0.81,3.72,9.95,1.49,2.53,0.4,1.0,2.0,,1.0
Steam Diverter LUX,Sponsored Products,212082072720031,75450099707445,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Exact,0.6,KW Exact,B08D75445D,ie-LUXsteam-div-1,0.81,3.72,9.95,1.49,2.53,0.4,1.0,2.0,,3.25
Steam Diverter LUX,Sponsored Products,212082072720031,265045775067610,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Broad,0.35,KW Broad,B08D75445D,ie-LUXsteam-div-1,0.81,3.72,9.95,1.49,2.53,0.4,1.0,2.0,,3.25
Dontcare,Sponsored Products,26166262775731,1167101412467,Sun Visor - Targeted,Sun Visor - Broad,0.75,Dontcare,,,,,,,,,,,,1.45
Dontcare,Sponsored Products,26166262775731,34674772044012,Sun Visor - Targeted,Sun Visor - Exact,1.0,Dontcare,,,,,,,,,,,,1.45
Dontcare,Sponsored Products,218866624513968,38474511920146,VL - Reference,9M-TC33-Y3WO,0.02,Dontcare,,,,,,,,,,,,1.0
Dontcare,Sponsored Products,218866624513968,263100075589370,VL - Reference,R2-GQ1L-TV77,0.02,Dontcare,,,,,,,,,,,,1.0
Dontcare,Sponsored Products,218866624513968,59366083892301,VL - Reference,plantstand-pink-large,0.02,Dontcare,,,,,,,,,,,,1.0
Dontcare,Sponsored Products,218866624513968,131371239079569,VL - Reference,plantstand-natural-large,0.02,Dontcare,,,,,,,,,,,,1.0
Washing Machine Cleaner,Sponsored Brands,144379924436356000,,Washing Machine Cleaner - SB - KW - Comp - KW Broad - Comp Terms (2),,,KW Broad,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
Washing Machine Cleaner,Sponsored Brands,144237848598252000,,Washing Machine Cleaner - SB - KW - Comp - KW Exact - Comp Terms (2),,,KW Exact,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
Washing Machine Cleaner,Sponsored Brands,144376916323366000,,Washing Machine Cleaner - SB - KW - Main - KW Broad - Front Load (2),,,KW Broad,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
